"Tipo","Numero","Ano","Complemento","DataAtualizacao","DataLegislacao","Ementa","Resumo","Origem","Fonte","Observacao","AssuntoGeral","LinkTextoOriginal","LinkTextoAtualizado"
"DNE","23","2026","","12/01/2026","09/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Santa Maria de
Itabira, de 13,8 kV, do Sistema Cemig, no Município de Santa Maria de
Itabira.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-10T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 10/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/23/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","24","2026","","13/01/2026","09/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à construção da Linha de Distribuição Betim 2 – Betim 6,
derivação para Subestação Betim 7, de 138 kV, do Sistema Cemig, no
Município de Betim.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-10T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 10/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/24/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","25","2026","","12/01/2026","09/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Matutina, de 7,97
kV, do Sistema Cemig, no Município de Matutina.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-10T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 10/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/25/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","26","2026","","12/01/2026","09/01/2026","Declara de utilidade pública, para constituição de servidão, terrenos
necessários à extensão da Rede de Distribuição Rural Carneirinho, de
7,97 kV, do Sistema Cemig, no Município de Carneirinho.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-10T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 10/01/2026 Pág. 3 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/26/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","28","2026","","13/01/2026","12/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Dom Joaquim, de
7,97 kV, do Sistema Cemig, no Município de Dom Joaquim.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-13T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 13/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/28/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25692","2026","","13/01/2026","12/01/2026","Autoriza o Poder Executivo a doar à Universidade Federal de São João
del-Rei – UFSJ – o imóvel que especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-13T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 13/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25692/2026/documento?conteudo=true&tipoDoc=142",""
"DEC","49161","2026","","13/01/2026","12/01/2026","Altera o Decreto nº 49.155, de 30 de dezembro de 2025, que dispõe sobre
a continuidade do programa de transferência ou utilização de crédito
acumulado do ICMS em razão de exportação, com foco em empresas
exportadoras afetadas por medidas comerciais internacionais, e dá
outras providências.","Altera norma que autoriza contribuinte industrial fabricante
que tenha realizado exportações para os Estados Unidos da
América de mercadorias sujeitas à sobretarifa superior a 10%
imposta pelo governo norte-americano a transferir e utilizar
crédito acumulado do Imposto sobre Circulação de Mercadorias e
Serviços – ICMS, passando a incluir exportações realizadas por
meio de empresa localizada em outro país e a admitir que as
exportações diretas correspondam a pelo menos 5% do faturamento
decorrente de exportações diretas, além da exigência de 10% do
seu faturamento total.
Prorroga para 22/1/2026 o prazo para que
o contribuinte industrial fabricante interessado protocole
pedido de habilitação para transferência ou utilização do
crédito acumulado.","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-13T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 13/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DEC/49161/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","29","2026","","14/01/2026","12/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Mirabela, de 13,8
kV, do Sistema Cemig, no Município de Mirabela.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-13T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 13/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/29/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","27","2026","","13/01/2026","12/01/2026","Declara de utilidade pública, para desapropriação de pleno domínio,
pela Companhia de Saneamento de Minas Gerais – Copasa, terreno
necessário à ampliação do sistema de abastecimento de água do Município
de Santos Dumont.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-13T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 13/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/27/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","30","2026","","14/01/2026","12/01/2026","Reconhece o Decreto Municipal nº 641, de 8 de janeiro de 2026, do
Prefeito Municipal de Resplendor, que declarou SITUAÇÃO DE EMERGÊNCIA
nas áreas do município afetadas por Chuvas Intensas – 1.3.2.1.4.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-13T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 13/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/30/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25693","2026","","14/01/2026","13/01/2026","Autoriza o Poder Executivo a doar ao Município de Indianópolis o imóvel
que especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-14T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 14/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25693/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25694","2026","","14/01/2026","13/01/2026","Autoriza o Poder Executivo a doar ao Município de Almenara o imóvel que
especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-14T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 14/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25694/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25695","2026","","14/01/2026","13/01/2026","Altera o art. 2º-A da Lei nº 13.408, de 21 de dezembro de 1999, que
dispõe sobre a denominação de estabelecimento, instituição e próprio
público do Estado e dá outras providências.","A norma altera a lei que dispõe sobre a denominação de
estabelecimentos  públicos para vedar homenagens, a fim de
determinar a proibição do uso de nomes de pessoas que
comprovadamente participaram de atos de tortura, violação de
direitos humanos, ou praticaram crimes resultantes de
discriminação ou preconceito. Também proíbe nomes de quem
integrou o movimento eugenista brasileiro ou teve participação
histórica no tráfico, propriedade ou defesa da escravidão.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-14T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 14/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25695/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25696","2026","","14/01/2026","13/01/2026","Acrescenta artigo à Lei nº 11.726, de 30 de dezembro de 1994, que
dispõe sobre a política cultural do Estado de Minas Gerais.","A norma altera a lei que dispõe sobre a política cultural, para
estabelecer objetivos para a implementação de políticas e ações
de fomento voltadas aos diversos segmentos artístico-culturais.
Prevê ainda que as ações de fomento poderão ser executadas por
meio do Fundo Estadual de Cultura e de convênios, contratos,
parcerias, emendas parlamentares e acordos no âmbito cultural.
Além disso, determina que, no fomento à dança, sejam
respeitadas especificidades relacionadas a espaços de
aprimoramento, tempo de formação e ações de difusão e
sensibilização.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-14T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 14/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25696/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25697","2026","","15/01/2026","13/01/2026","Autoriza o Poder Executivo a doar ao Município de Vazante o imóvel que
especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-14T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 14/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25697/2026/documento?conteudo=true&tipoDoc=142",""
"DEC","49162","2026","","15/01/2026","13/01/2026","Altera o quantitativo e a distribuição de gratificações temporárias
estratégicas no âmbito do Instituto de Previdência dos Servidores
Militares do Estado de Minas Gerais.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-14T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 14/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DEC/49162/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25698","2026","","02/02/2026","14/01/2026","Estima as receitas e fixa as despesas do Orçamento Fiscal do Estado e
do Orçamento de Investimento das Empresas Controladas pelo Estado para
o exercício financeiro de 2026.","A lei estima as receitas e fixa as despesas para o exercício
financeiro de 2026, abrangendo o Orçamento Fiscal e o Orçamento
de Investimento das Empresas Controladas pelo Estado. Define a
receita total em R$141,7 bilhões e a despesa em R$146,9
bilhões, além de fixar os investimentos das empresas estatais
em R$11,2 bilhões. Autoriza ainda o Poder Executivo a abrir
créditos suplementares ao orçamento fiscal até o limite de 30%
e às empresas controladas até o limite de 10%, bem como a
realizar ajustes e remanejamentos necessários à execução
orçamentária. Regula a execução de emendas parlamentares e
determina o envio à Comissão de Participação Popular, pela
Secretaria de Estado de Governo – Segov –, de relatórios
bimestrais sobre a execução das programações incluídas pelas
emendas resultantes do processo de discussão participativa da
revisão do Plano Plurianual de Ação Governamental – PPAG –
2024-2027 para o exercício de 2026. Por fim, estabelece que os
Poderes Legislativo e Executivo assegurem a compatibilidade
entre o PPAG 2024-2027 e a Lei Orçamentária Anual – LOA.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-15T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 15/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25698/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25699","2026","","02/02/2026","14/01/2026","Dispõe sobre a revisão do Plano Plurianual de Ação Governamental – PPAG
– 2024-2027 para o exercício de 2026.","A lei dispõe sobre a revisão do Plano Plurianual de Ação
Governamental – PPAG – 2024-2027 para o exercício de 2026,
atualizando os anexos que reúnem programas e ações do governo
por área temática e setor, com inclusão e exclusão de
iniciativas e ajustes qualitativos e quantitativos. Estabelece
que a Secretaria de Estado de Planejamento e Gestão – Seplag –
publique, bimestralmente, informações sobre a execução
regionalizada das metas físicas e orçamentárias. Determina
também que a Assembleia Legislativa, por meio da Comissão de
Participação Popular – CPP –, encaminhe ao Executivo, até
20/3/2026, as indicações relativas às programações resultantes
das emendas participativas. Prevê ainda o envio, pela
Secretaria de Estado de Governo – Segov –, de relatórios
bimestrais à CPP sobre a execução dessas emendas. Autoriza os
Poderes Legislativo e Executivo a realizar os ajustes
necessários à compatibilização entre a revisão do PPAG e a Lei
Orçamentária Anual – LOA – para o exercício de 2026.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-15T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 15/01/2026 Pág. 27 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25699/2026/documento?conteudo=true&tipoDoc=142",""
"DEC","49163","2026","","16/01/2026","14/01/2026","Altera o Decreto nº 48.819, de 10 de maio de 2024, que regulamenta a
Lei nº 24.462, de 26 de setembro de 2023, que dispõe sobre o Sistema
Estadual de Cultura, o Sistema de Financiamento à Cultura – Descentra
Cultura Minas Gerais e a Política Estadual de Cultura Viva.","Estabelece que a Secretaria de Estado de Cultura e Turismo –
Secult – estabelecerá em ato próprio faixas de valor dos
projetos culturais ou manifestações culturais tradicionais,
para distribuição do volume de recursos disponibilizados ao
Incentivo Fiscal à Cultura – IFC – e para processamento e
análise das Declarações de Incentivo – DIs. Define ainda que o
critério de faixas de valor dos projetos culturais ou
manifestações culturais tradicionais e os ciclos de análise não
se aplicam às DIs protocoladas até determinada data.","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-15T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 15/01/2026 Pág. 35 Col. 2","O art. 3º foi publicado originalmente sem o ponto final.","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DEC/49163/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25706","2026","","16/01/2026","15/01/2026","Reconhece como de relevante interesse cultural do Estado o Coral
Trovadores do Vale, do Município de Araçuaí.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25706/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25713","2026","","16/01/2026","15/01/2026","Reconhece como de relevante interesse cultural do Estado o Monumento ao
Cristo Redentor e a Praça do Cristo localizados no Município de Ibirité.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25713/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25707","2026","","20/01/2026","15/01/2026","Dispõe sobre a obrigatoriedade de os concessionários e permissionários
de serviços públicos contínuos de responsabilidade do Estado
notificarem o consumidor sobre a suspensão parcial ou total dos
serviços e dá outras providências.","Obriga os concessionários e permissionários de serviços
públicos contínuos a comunicar previamente ao consumidor a
suspensão parcial ou total dos serviços. A notificação deve
informar, quando se tratar de manutenção, o motivo da
suspensão; nos casos de inadimplemento, o débito existente e a
possibilidade de interrupção; e, nas situações de caso fortuito
ou força maior, o prazo previsto para o restabelecimento do
serviço. Para o recebimento das comunicações, é essencial que o
consumidor mantenha seus dados cadastrais atualizados.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25707/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25708","2026","","16/01/2026","15/01/2026","Dispõe sobre medidas para a proteção de crianças e adolescentes no
ambiente digital.","A lei institui medidas para a proteção de crianças e
adolescentes no ambiente digital, a fim de assegurar sua
privacidade, segurança e adequado desenvolvimento. Além disso,
estabelece diretrizes para a implementação dessas medidas,
voltadas à prevenção de violações de direitos, à capacitação de
profissionais, à promoção de ações educativas e à
conscientização da sociedade e das famílias.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25708/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25709","2026","","16/01/2026","15/01/2026","Acrescenta artigo à Lei nº 24.786, de 6 de junho de 2024, que institui
o Sistema Estadual de Atendimento Integrado à Pessoa com Transtorno do
Espectro do Autismo no âmbito do Estado.","A norma altera a lei que institui o Sistema Estadual de
Atendimento Integrado à Pessoa com Transtorno do Espectro do
Autismo – TEA –, para garantir à pessoa com TEA que possua
necessidades específicas de alimentação o acesso a
estabelecimentos públicos e privados de uso público, bem como a
permanência nesses locais, portando alimentos para consumo
próprio e os utensílios necessários à sua alimentação.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25709/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25714","2026","","03/02/2026","15/01/2026","Dá nova redação ao art. 24 da Lei nº 11.405, de 28 de janeiro de 1994,
que dispõe sobre a política estadual de desenvolvimento agrícola e dá
outras providências.","A norma altera a lei que dispõe sobre a política estadual de
desenvolvimento agrícola, a fim de garantir que o Estado
manterá serviço de assistência técnica e extensão rural e
garantirá, prioritariamente, atendimento gratuito, inclusive
nos campos socioeconômico e de preservação ambiental aos
pequenos produtores rurais, suas famílias e associações; aos
beneficiários de projetos de reforma agrária; e às mulheres
agricultoras familiares.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25714/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25710","2026","","16/01/2026","15/01/2026","Estabelece objetivos e diretrizes para as ações do Estado voltadas para
a atenção à saúde integral da mulher.","A lei estabelece objetivos e diretrizes para as ações do Estado
voltadas à atenção integral à saúde da mulher em seus diversos
ciclos de vida. São objetivos promover o acesso à atenção
integral à saúde física e mental, a exames relacionados à saúde
da mulher, reduzir a mortalidade por doenças de alta
prevalência e conscientizar sobre hábitos saudáveis e a
prevenção dessas doenças. As diretrizes orientam a
implementação das ações, garantindo autonomia, intimidade e
confidencialidade, atendimento integral e humanizado e
consideração das necessidades individuais, além de estimular o
autocuidado, a participação em ações de rastreamento, o
comparecimento ao pré-natal e assegurar acesso ao parto seguro,
à dignidade menstrual, à atenção ao climatério e à menopausa e
ao acolhimento da mulher vítima de violência.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25710/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25712","2026","","16/01/2026","15/01/2026","Altera o art. 8º-A da Lei nº 14.184, de 31 de janeiro de 2002, que
dispõe sobre o processo administrativo no âmbito da Administração
Pública Estadual.","Altera norma que dispõe sobre o processo administrativo no
âmbito da Administração Pública Estadual, a fim de acrescentar
a prioridade na tramitação de processos em que figure, como
parte ou interessado, pessoa com doença rara, bem como o
responsável legal por pessoa com deficiência física ou mental
ou por pessoa com outras doenças abrangidas pela norma.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25712/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","35","2026","","16/01/2026","15/01/2026","Altera o Decreto NE nº 66, de 2 de março de 2021, que declara de
utilidade pública, para constituição de servidão, terreno necessário à
construção da Linha de Distribuição Itutinga/Passa Tempo, de 138 kV, do
Sistema Cemig, nos Municípios de Itutinga, São Tiago e Passa Tempo.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 3 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/35/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25711","2026","","16/01/2026","15/01/2026","Altera o art. 6º da Lei nº 24.786, de 6 de junho de 2024, que institui
o Sistema Estadual de Atendimento Integrado à Pessoa com Transtorno do
Espectro do Autismo no âmbito do Estado.","A norma altera a lei que institui o Sistema Estadual de
Atendimento Integrado à Pessoa com Transtorno do Espectro do
Autismo – TEA –, para prever que o Estado possa promover a
formação continuada e a capacitação dos profissionais de
educação da rede estadual de ensino voltadas ao acolhimento e à
inclusão de estudantes com TEA. Essas ações poderão ser
desenvolvidas por meio de parcerias entre as áreas de educação
e saúde, instituições de ensino superior e organizações da
sociedade civil, e abrangerão conhecimentos sobre métodos e
técnicas pedagógicas adaptadas, estratégias de comunicação
alternativa e aumentativa e intervenções comportamentais.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25711/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","31","2026","","16/01/2026","15/01/2026","Reconhece o Decreto Municipal nº 1.607, de 9 de janeiro de 2026, da
Prefeita Municipal de Mário Campos, que declarou SITUAÇÃO DE EMERGÊNCIA
nas áreas do município afetadas por Alagamentos – 1.2.3.0.0.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/31/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","32","2026","","16/01/2026","15/01/2026","Reconhece o Decreto Municipal nº 120, de 14 de janeiro de 2026, do
Prefeito Municipal de Almenara, que declarou SITUAÇÃO DE EMERGÊNCIA nas
áreas do município afetadas por Chuvas Intensas – 1.3.2.1.4.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/32/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25700","2026","","16/01/2026","15/01/2026","Declara de utilidade pública a Associação Fanaticus Clube, com sede no
Município de Várzea da Palma.","","Legislativo","<a href=""https://diariolegislativo.almg.gov.br/2026/L20260116.pdf"">Publicação</a> - Diário do Legislativo - 16/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25700/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25701","2026","","16/01/2026","15/01/2026","Declara de utilidade pública a Associação Ouromix Futebol Clube, com
sede no Município de Iturama.","","Legislativo","<a href=""https://diariolegislativo.almg.gov.br/2026/L20260116.pdf"">Publicação</a> - Diário do Legislativo - 16/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25701/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25702","2026","","16/01/2026","15/01/2026","Declara de utilidade pública a Liga Acesitana de Desportos – LAD –, com
sede no Município de Timóteo.","","Legislativo","<a href=""https://diariolegislativo.almg.gov.br/2026/L20260116.pdf"">Publicação</a> - Diário do Legislativo - 16/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25702/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","33","2026","","16/01/2026","15/01/2026","Declara de utilidade pública, para desapropriação de pleno domínio,
imóvel destinado à ampliação da infraestrutura da Escola Estadual José
Alvarez Filho, no Município de Guarani.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 3 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/33/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","34","2026","","16/01/2026","15/01/2026","Altera o Anexo do Decreto NE nº 722, de 21 de outubro de 2024, que
declara de utilidade pública, para constituição de servidão, terrenos
necessários à extensão da Rede de Distribuição Rural Rio Espera, de
13,8 kV, do Sistema Cemig, no Município de Rio Espera.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-16T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 16/01/2026 Pág. 3 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/34/2026/documento?conteudo=true&tipoDoc=142",""
